"Id. de la fila","Id. del pedido","Fecha del pedido","Fecha de envío","Forma de envío","Id. del cliente","Nombre del cliente","Segmento","Ciudad","Estado","País","Región","Id. del producto","Categoría","Subcategoría","Nombre del producto","Total ($ COP)","Cantidad","Descuento","Ganancia ($ COP)"
"907","US-2013-126774","41904","41906","Rápido","QC-20140","Queta Carmona","Empresa","San Miguelito","Panamá","Panamá","Centro","MOB-MO-10000406","Mobiliario","Mobiliario","Deflect-O Bandeja apiladora, Surtido","5171.4","3","0.4","-438.6"
"908","MX-2012-142482","41600","41602","Rápido","EP-14215","Evaristo Pérez","Empresa","Amatitlán","Guatemala","Guatemala","Centro","MAT-CA-10004672","Material de oficina","Carpetas","Acco Perforador, Económico","10240.8","3","0","816"
"909","MX-2012-106775","41575","41579","Estándar","AN-10870","Aarón Navarrete","Cliente","Santa Clara","Villa Clara","Cuba","Caribe","MAT-CA-10000688","Material de oficina","Carpetas","Cardinal Cubierta de carpeta, Reciclado","4202.4","3","0","581.4"
"910","MX-2012-106775","41575","41579","Estándar","AN-10870","Aarón Navarrete","Cliente","Santa Clara","Villa Clara","Cuba","Caribe","TEC-TE-10002989","Tecnología","Teléfonos","Nokia Cargador, Tamaño completo","216699","3","0","49837.2"
"911","MX-2012-106775","41575","41579","Estándar","AN-10870","Aarón Navarrete","Cliente","Santa Clara","Villa Clara","Cuba","Caribe","MOB-LI-10000767","Mobiliario","Librerías","Dania Librería clásica, Convencional","372422.4","8","0","182484.8"
"912","MX-2012-161508","41299","41303","Estándar","AG-11095","Ania Gámez","Empresa","Coatzacoalcos","Veracruz","México","Norte","MAT-SO-10000937","Material de oficina","Sobres","GlobeWeis Cierre adhesivo, Plateado","5392.4","2","0","1720.4"
"913","US-2015-135713","42699","42702","Rápido","RZ-20275","Rafel Zarate","Cliente","San Pedro Sula","Cortés","Honduras","Centro","TEC-CO-10001781","Tecnología","Copiadoras","Sharp Fotocopiadora con fax, Rojo","11304.592","1","0.402","-605.608"
"914","MX-2013-156223","41936","41942","Estándar","GA-15355","Goratze Almaraz","Cliente","Monterrey","Nuevo León","México","Norte","MAT-AR-10003104","Material de oficina","Arte","Binney & Smith Sacapuntas, Metal","22157.8","7","0","10186.4"
"915","MX-2015-107699","42408","42412","Estándar","HE-15895","Homero Elizondo","Empresa","Zapopan","Jalisco","México","Norte","TEC-TE-10001364","Tecnología","Teléfonos","Cisco Base de audio, Tamaños variados","104788","5","0","7327"
"916","MX-2012-141705","41393","41397","Estándar","DV-13285","Daniela Vélez","Cliente","Soledad Díez Gutiérrez","San Luis Potosí","México","Norte","TEC-TE-10000982","Tecnología","Teléfonos","Apple Teléfono de oficina, Tamaño completo","30178.4","4","0","1196.8"
"917","MX-2012-141705","41393","41397","Estándar","DV-13285","Daniela Vélez","Cliente","Soledad Díez Gutiérrez","San Luis Potosí","México","Norte","MAT-GR-10000797","Material de oficina","Grapas","Advantus Grapas, Metal","3733.2","3","0","479.4"
"918","MX-2013-134341","41889","41893","Estándar","MM-18220","Maya Méndez","Cliente","Pelotas","Río Grande del Sur","Brasil","Sur","TEC-TE-10002042","Tecnología","Teléfonos","Motorola Auriculares, Tamaños variados","65521.4","7","0","4569.6"
"919","US-2013-167570","41988","41992","Estándar","OS-19585","Odón Santiago","Cliente","Zapopan","Jalisco","México","Norte","MOB-MO-10004237","Mobiliario","Mobiliario","Advantus Tope para puertas, Premium","14841","5","0.4","-6188"
"920","MX-2015-166135","42630","42632","Urgente","EG-13735","Edith González","Pequeña empresa","Santa Catarina","Nuevo León","México","Norte","TEC-TE-10003591","Tecnología","Teléfonos","Samsung Auriculares, Tamaños variados","25857","3","0","7231.8"
"921","MX-2015-166135","42630","42632","Urgente","EG-13735","Edith González","Pequeña empresa","Santa Catarina","Nuevo León","México","Norte","MOB-LI-10002660","Mobiliario","Librerías","Sauder Conjunto de estantes, Blanco","35740.8","2","0.2","1339.6"
"922","MX-2015-166135","42630","42632","Urgente","EG-13735","Edith González","Pequeña empresa","Santa Catarina","Nuevo León","México","Norte","TEC-AC-10004300","Tecnología","Accesorios","Logitech Memoria USB, Blanco","28886.4","9","0","11842.2"
"923","MX-2015-166135","42630","42632","Urgente","EG-13735","Edith González","Pequeña empresa","Santa Catarina","Nuevo León","México","Norte","MAT-CA-10000901","Material de oficina","Carpetas","Acco Carpeta, Económico","5151","3","0","1540.2"
"924","MX-2015-166135","42630","42632","Urgente","EG-13735","Edith González","Pequeña empresa","Santa Catarina","Nuevo León","México","Norte","MAT-AL-10000436","Material de oficina","Almacenamiento","Tenex Casilleros, Azul","69411","3","0","7629.6"
"925","MX-2013-126977","41789","41790","Urgente","FB-14995","Fidel Badillo","Cliente","Balneário Camboriú","Santa Catarina","Brasil","Sur","MAT-AL-10004790","Material de oficina","Almacenamiento","Rogers Casilleros, Azul","71950.8","3","0","2152.2"
"926","MX-2013-126977","41789","41790","Urgente","FB-14995","Fidel Badillo","Cliente","Balneário Camboriú","Santa Catarina","Brasil","Sur","MOB-SI-10003241","Mobiliario","Sillas","Harbour Creations Taburete, Negro","80552.8","4","0","4828"
"927","MX-2012-103849","41632","41636","Rápido","EA-14470","Ezequiel Acevedo","Cliente","Mixco","Guatemala","Guatemala","Centro","MOB-MO-10002100","Mobiliario","Mobiliario","Tenex Bandeja apiladora, Negro","11437.6","4","0","2162.4"
"928","MX-2012-103849","41632","41636","Rápido","EA-14470","Ezequiel Acevedo","Cliente","Mixco","Guatemala","Guatemala","Centro","TEC-MÁ-10002819","Tecnología","Máquinas","Okidata Impresora de tarjetas, Rojo","137230.8","7","0","13708.8"
"929","MX-2013-126704","41974","41978","Estándar","MA-18925","Mirna Aparicio","Pequeña empresa","Petapa","Guatemala","Guatemala","Centro","MAT-CA-10003188","Material de oficina","Carpetas","Avery Perforador, Duradero","13314.4","4","0","3726.4"
"930","MX-2013-126704","41974","41978","Estándar","MA-18925","Mirna Aparicio","Pequeña empresa","Petapa","Guatemala","Guatemala","Centro","MOB-MO-10000064","Mobiliario","Mobiliario","Deflect-O Tope para puertas, Surtido","24939","5","0","6732"
"931","MX-2013-126704","41974","41978","Estándar","MA-18925","Mirna Aparicio","Pequeña empresa","Petapa","Guatemala","Guatemala","Centro","MAT-GR-10004952","Material de oficina","Grapas","Advantus Grapadoras, Paquete de 12","4243.2","2","0","1693.2"
"932","MX-2012-147984","41387","41392","Estándar","CB-12325","César Benítez","Pequeña empresa","Managua","Managua","Nicaragua","Centro","MAT-CA-10001920","Material de oficina","Carpetas","Acco Carpeta, Reciclado","3515.6","2","0","945.2"
"933","MX-2015-117569","42630","42636","Estándar","MA-18415","Mariano Alejandro","Cliente","Cúcuta","Norte de Santander","Colombia","Sur","TEC-MÁ-10003503","Tecnología","Máquinas","Panasonic Impresora de tarjetas, Rojo","38753.2","2","0","6194.8"
"934","MX-2015-117569","42630","42636","Estándar","MA-18415","Mariano Alejandro","Cliente","Cúcuta","Norte de Santander","Colombia","Sur","MAT-GR-10001907","Material de oficina","Grapas","OIC Chinchetas, Metal","4824.6","3","0","1203.6"
"935","MX-2015-117569","42630","42636","Estándar","MA-18415","Mariano Alejandro","Cliente","Cúcuta","Norte de Santander","Colombia","Sur","MAT-SU-10003075","Material de oficina","Suministros","Kleencut Cúter, Azul","11781","3","0","5181.6"
"936","MX-2015-117569","42630","42636","Estándar","MA-18415","Mariano Alejandro","Cliente","Cúcuta","Norte de Santander","Colombia","Sur","MAT-AL-10002331","Material de oficina","Almacenamiento","Eldon Archivador móvil, Tamaño completo","43492.8","3","0","7823.4"
"937","MX-2015-117569","42630","42636","Estándar","MA-18415","Mariano Alejandro","Cliente","Cúcuta","Norte de Santander","Colombia","Sur","MAT-CA-10001247","Material de oficina","Carpetas","Wilson Jones Perforador, Reciclado","6426","2","0","1285.2"
"938","MX-2015-117569","42630","42636","Estándar","MA-18415","Mariano Alejandro","Cliente","Cúcuta","Norte de Santander","Colombia","Sur","TEC-AC-10001341","Tecnología","Accesorios","SanDisk Teclado, Negro","27774.6","3","0","6936"
"939","MX-2013-123309","41652","41659","Estándar","LS-17695","Luciano Sosa","Cliente","Ciudad de México","Distrito Federal","México","Norte","MAT-ET-10003795","Material de oficina","Etiquetas","Hon Etiquetas de envío, Blanco","5154.4","4","0","353.6"
"940","MX-2013-123309","41652","41659","Estándar","LS-17695","Luciano Sosa","Cliente","Ciudad de México","Distrito Federal","México","Norte","MAT-SU-10004633","Material de oficina","Suministros","Elite Cizallas, Rectangular","29722.8","6","0","0"
"941","MX-2013-123309","41652","41659","Estándar","LS-17695","Luciano Sosa","Cliente","Ciudad de México","Distrito Federal","México","Norte","MAT-EL-10001384","Material de oficina","Electrodomésticos","Cuisinart Batidora, Blanco","36907","5","0","5151"
"942","US-2015-130085","42555","42558","Urgente","HC-15685","Hilda Contreras","Empresa","San Pedro Sula","Cortés","Honduras","Centro","MOB-SI-10001719","Mobiliario","Sillas","Harbour Creations Silla de playa, Rojo","12570.48","3","0.4","-2729.52"
"943","US-2015-130085","42555","42558","Urgente","HC-15685","Hilda Contreras","Empresa","San Pedro Sula","Cortés","Honduras","Centro","TEC-TE-10002079","Tecnología","Teléfonos","Apple Auriculares, Tamaños variados","15526.44","3","0.4","-5954.76"
"944","US-2015-130085","42555","42558","Urgente","HC-15685","Hilda Contreras","Empresa","San Pedro Sula","Cortés","Honduras","Centro","TEC-TE-10001830","Tecnología","Teléfonos","Samsung Teléfono inteligente, Tamaños variados","8574.12","1","0.4","-2574.48"
"945","US-2015-130085","42555","42558","Urgente","HC-15685","Hilda Contreras","Empresa","San Pedro Sula","Cortés","Honduras","Centro","TEC-TE-10004904","Tecnología","Teléfonos","Motorola Amplificador de señal, Tamaño completo","19641.12","2","0.4","-9823.28"
"946","MX-2015-160934","42429","42435","Estándar","IV-16300","Irene Verdes","Empresa","Guantánamo","Guantánamo","Cuba","Caribe","TEC-CO-10001487","Tecnología","Copiadoras","Hewlett Fotocopiadora personal, Digital","48831.5412","3","0.002","11152.7412"
"947","MX-2015-160934","42429","42435","Estándar","IV-16300","Irene Verdes","Empresa","Guantánamo","Guantánamo","Cuba","Caribe","MAT-AL-10000918","Material de oficina","Almacenamiento","Eldon Carpetas, Azul","7697.6","4","0","0"
"948","MX-2015-160934","42429","42435","Estándar","IV-16300","Irene Verdes","Empresa","Guantánamo","Guantánamo","Cuba","Caribe","MAT-SU-10004354","Material de oficina","Suministros","Fiskars Recortadora, Rectangular","8840","2","0","2740.4"
"949","MX-2015-160934","42429","42435","Estándar","IV-16300","Irene Verdes","Empresa","Guantánamo","Guantánamo","Cuba","Caribe","MAT-ET-10004646","Material de oficina","Etiquetas","Novimex Etiquetas extraíbles, Blanco","4474.4","4","0","1468.8"
"950","MX-2014-168354","42038","42042","Rápido","TO-21040","Teresa Olivera","Pequeña empresa","Bogotá","Bogotá","Colombia","Sur","MAT-CA-10001866","Material de oficina","Carpetas","Ibico Cubierta de carpeta, Duradero","6868","4","0","476"
"951","MX-2014-168354","42038","42042","Rápido","TO-21040","Teresa Olivera","Pequeña empresa","Bogotá","Bogotá","Colombia","Sur","TEC-CO-10002566","Tecnología","Copiadoras","Hewlett Fotocopiadora con fax, Digital","43548.3288","2","0.002","15620.7288"
"952","MX-2014-136721","42069","42075","Estándar","AF-10120","Abril Ferrer","Pequeña empresa","Cancún","Quintana Roo","México","Norte","TEC-CO-10002334","Tecnología","Copiadoras","Canon Tinta, Digital","99617.5656","6","0.002","30726.7656"
"953","MX-2014-136721","42069","42075","Estándar","AF-10120","Abril Ferrer","Pequeña empresa","Cancún","Quintana Roo","México","Norte","MOB-SI-10003504","Mobiliario","Sillas","SAFCO Silla plegable, Rojo","54397.28","7","0.2","9510.48"
"954","MX-2013-126795","41958","41962","Estándar","AV-10825","Amelia Vega","Empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-PA-10003747","Material de oficina","Papel","SanDisk Papel de tipo pergamino, Multicolor","9857.28","6","0.2","3431.28"
"955","MX-2013-126795","41958","41962","Estándar","AV-10825","Amelia Vega","Empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MOB-SI-10000063","Mobiliario","Sillas","Office Star Mecedora, Ajustable","39004.8","3","0.2","0"
"956","MX-2015-102064","42637","42641","Estándar","EB-14005","Emilia Becerra","Pequeña empresa","Uruguaiana","Río Grande del Sur","Brasil","Sur","MAT-AL-10000423","Material de oficina","Almacenamiento","Smead Bandejas, Tamaño completo","10995.6","2","0","4066.4"
"957","MX-2015-105921","42518","42524","Estándar","YP-21910","Yasir Polanco","Cliente","San Salvador","San Salvador","El Salvador","Centro","TEC-AC-10004607","Tecnología","Accesorios","Belkin Router, Blanco","58153.6","2","0","0"
"958","MX-2012-124233","41371","41371","Mismo día","HM-16000","Hugo Maldonado","Cliente","Arapongas","Paraná","Brasil","Sur","MAT-SU-10001837","Material de oficina","Suministros","Elite Cúter, Azul","11862.6","3","0","1897.2"
"959","MX-2012-144463","41523","41527","Estándar","VC-21490","Valeria Caldera","Cliente","Tijuana","Baja California","México","Norte","MAT-PA-10003351","Material de oficina","Papel","Green Bar Recordadores, Premium","1921","1","0","785.4"
"960","MX-2012-144463","41523","41527","Estándar","VC-21490","Valeria Caldera","Cliente","Tijuana","Baja California","México","Norte","TEC-AC-10000273","Tecnología","Accesorios","Logitech Ratón, Negro","3342.2","1","0","901"
"961","MX-2012-144463","41523","41527","Estándar","VC-21490","Valeria Caldera","Cliente","Tijuana","Baja California","México","Norte","MAT-PA-10001901","Material de oficina","Papel","Green Bar Agenda, Paquete de 12","15827","5","0","6171"
"962","MX-2015-115483","42549","42556","Estándar","CL-12775","Clementino Leiva","Cliente","Curitiba","Paraná","Brasil","Sur","TEC-TE-10003902","Tecnología","Teléfonos","Apple Auriculares, Tamaño completo","42245","5","0","19006"
"963","MX-2015-115483","42549","42556","Estándar","CL-12775","Clementino Leiva","Cliente","Curitiba","Paraná","Brasil","Sur","MAT-CA-10001185","Material de oficina","Carpetas","Acco Separadores, Transparente","2733.6","3","0","1142.4"
"964","MX-2013-102960","41807","41807","Mismo día","KL-17290","Kevin Lucio","Pequeña empresa","Zapopan","Jalisco","México","Norte","MAT-AR-10000643","Material de oficina","Arte","Boston Libreta de dibujo, Azul","11016","2","0","4624"
"965","US-2014-108567","42160","42162","Rápido","BT-11710","Baltasar Téllez","Cliente","Saltillo","Coahuila","México","Norte","MOB-MO-10004676","Mobiliario","Mobiliario","Rubvermaid Marco, Duradero","21811.68","3","0.4","-14184.12"
"966","MX-2014-158358","42238","42245","Estándar","EL-14350","Eva Lara","Cliente","Toluca","México","México","Norte","MOB-SI-10000952","Mobiliario","Sillas","Office Star Silla de playa, Rojo","15079.68","3","0.2","942.48"
"967","MX-2014-158358","42238","42245","Estándar","EL-14350","Eva Lara","Cliente","Toluca","México","México","Norte","MAT-AR-10004391","Material de oficina","Arte","BIC Rotuladores, Tamaños variados","6711.6","2","0","3216.4"
"968","MX-2014-145373","42236","42242","Estándar","LL-17845","Lidia Laureano","Cliente","Tampico","Tamaulipas","México","Norte","MAT-SO-10002308","Material de oficina","Sobres","Kraft Sobre de tipo Manila, Reciclado","2866.2","1","0","1288.6"
"969","MX-2013-113523","41813","41813","Mismo día","PC-19840","Pamela Casanova","Cliente","Managua","Managua","Nicaragua","Centro","TEC-CO-10000904","Tecnología","Copiadoras","Sharp Fotocopiadora personal, 2","27145.6","2","0.002","11913.6"
"970","US-2014-111332","42216","42219","Urgente","MG-18910","Mireia Garay","Pequeña empresa","Tijuana","Baja California","México","Norte","MOB-MO-10001937","Mobiliario","Mobiliario","Advantus Bandeja apiladora, Premium","3398.64","2","0.4","-1136.96"
"971","MX-2015-120530","42541","42547","Estándar","IC-16210","Isaac Cazares","Empresa","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MAT-SU-10002876","Material de oficina","Suministros","Elite Recortadora, Acero","18618.4","4","0","7439.2"
"972","MX-2015-120530","42541","42547","Estándar","IC-16210","Isaac Cazares","Empresa","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MAT-CA-10003500","Material de oficina","Carpetas","Ibico Encuadernadora, Duradero","5997.6","1","0","57.8"
"973","MX-2015-120530","42541","42547","Estándar","IC-16210","Isaac Cazares","Empresa","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MAT-ET-10001967","Material de oficina","Etiquetas","Avery Etiquetas para carpetas de archivos, Ajustable","2386.8","3","0","1091.4"
"974","MX-2013-157651","41830","41834","Estándar","MV-18190","Marc Vallejo","Cliente","Estelí","Estelí","Nicaragua","Centro","MOB-MO-10004668","Mobiliario","Mobiliario","Advantus Tope para puertas, Duradero","4766.8","1","0","238"
"975","MX-2015-111122","42385","42385","Mismo día","MA-18685","María Acosta","Pequeña empresa","Irapuato","Guanajuato","México","Norte","MAT-AL-10004728","Material de oficina","Almacenamiento","Rogers Archivador móvil, Industrial","48307.2","3","0","19318.8"
"976","MX-2015-111122","42385","42385","Mismo día","MA-18685","María Acosta","Pequeña empresa","Irapuato","Guanajuato","México","Norte","TEC-CO-10000553","Tecnología","Copiadoras","Sharp Tinta, Color","56937.896","4","0.002","7297.896"
"977","MX-2014-101126","42357","42362","Estándar","JG-17020","Juno Guerrero","Cliente","Cienfuegos","Cienfuegos","Cuba","Caribe","MAT-AL-10004131","Material de oficina","Almacenamiento","Fellowes Casilleros, Azul","187979.2","8","0","90222.4"
"978","MX-2014-101126","42357","42362","Estándar","JG-17020","Juno Guerrero","Cliente","Cienfuegos","Cienfuegos","Cuba","Caribe","MOB-MO-10000918","Mobiliario","Mobiliario","Eldon Reloj, Premium","31246","5","0","14994"
"979","MX-2014-101126","42357","42362","Estándar","JG-17020","Juno Guerrero","Cliente","Cienfuegos","Cienfuegos","Cuba","Caribe","TEC-CO-10001187","Tecnología","Copiadoras","Sharp Fotocopiadora personal, Rojo","26738.416","2","0.002","6107.216"
"980","MX-2015-112522","42588","42591","Urgente","AA-11470","Asís Aguilera","Empresa","Managua","Managua","Nicaragua","Centro","MAT-SO-10004158","Material de oficina","Sobres","Kraft Paquetes, Reciclado","4131","1","0","2063.8"
"981","MX-2015-112522","42588","42591","Urgente","AA-11470","Asís Aguilera","Empresa","Managua","Managua","Nicaragua","Centro","TEC-CO-10002730","Tecnología","Copiadoras","Sharp Fotocopiadora personal, Color","27471.3472","2","0.002","5174.1472"
"982","MX-2015-106873","42484","42491","Estándar","AT-10090","Alejandro Trejo","Cliente","Barranca","Lima","Perú","Sur","TEC-TE-10000454","Tecnología","Teléfonos","Cisco Teléfono de oficina, Al por mayor","10954.8","2","0.4","176.8"
"983","US-2012-107594","41358","41358","Mismo día","CF-12985","Cristóbal Figueroa","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MOB-MO-10004363","Mobiliario","Mobiliario","Advantus Bombilla, Negro","2274.6","2","0.5","-1003"
"984","MX-2015-164294","42691","42696","Estándar","SS-20710","Salomón Soto","Pequeña empresa","Managua","Managua","Nicaragua","Centro","MOB-LI-10001469","Mobiliario","Librerías","Safco Librería clásica, Convencional","99314","2","0","40718.4"
"985","MX-2015-164294","42691","42696","Estándar","SS-20710","Salomón Soto","Pequeña empresa","Managua","Managua","Nicaragua","Centro","TEC-TE-10002924","Tecnología","Teléfonos","Cisco Auriculares, Tamaños variados","51731","5","0","6205"
"986","MX-2015-164294","42691","42696","Estándar","SS-20710","Salomón Soto","Pequeña empresa","Managua","Managua","Nicaragua","Centro","MAT-GR-10001925","Material de oficina","Grapas","OIC Clips, Paquete de 12","3141.6","2","0","843.2"
"987","MX-2015-164294","42691","42696","Estándar","SS-20710","Salomón Soto","Pequeña empresa","Managua","Managua","Nicaragua","Centro","MAT-GR-10000797","Material de oficina","Grapas","Advantus Grapas, Metal","2488.8","2","0","319.6"
"988","MX-2013-140473","41704","41709","Estándar","CT-12535","Cecilia Tejada","Empresa","Managua","Managua","Nicaragua","Centro","MAT-CA-10001118","Material de oficina","Carpetas","Wilson Jones Perforador, Duradero","13368.8","4","0","5739.2"
"989","MX-2013-135076","41896","41898","Rápido","DT-13375","Domingo Torres","Cliente","León","Guanajuato","México","Norte","TEC-AC-10003462","Tecnología","Accesorios","Memorex Router, Blanco","331867.2","12","0","152632.8"
"990","MX-2013-135076","41896","41898","Rápido","DT-13375","Domingo Torres","Cliente","León","Guanajuato","México","Norte","TEC-TE-10004601","Tecnología","Teléfonos","Apple Cargador, Tamaño completo","433500","6","0","60690"
"991","MX-2013-135076","41896","41898","Rápido","DT-13375","Domingo Torres","Cliente","León","Guanajuato","México","Norte","MAT-ET-10001693","Material de oficina","Etiquetas","Harbour Creations Etiquetas redondas, Ajustable","2635","5","0","1309"
"992","US-2013-163265","41775","41782","Estándar","LC-18010","Lola Cavazos","Empresa","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe","MAT-AL-10002676","Material de oficina","Almacenamiento","Tenex Bandejas, Azul","24575.2","5","0.2","-3389.8"
"993","US-2013-163265","41775","41782","Estándar","LC-18010","Lola Cavazos","Empresa","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe","MAT-ET-10000578","Material de oficina","Etiquetas","Harbour Creations Etiquetas para documentos legales, Duradero","2056.32","2","0.2","-235.28"
"994","US-2013-163265","41775","41782","Estándar","LC-18010","Lola Cavazos","Empresa","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe","MOB-SI-10004503","Mobiliario","Sillas","Novimex Mecedora, Rojo","35748.96","3","0.2","-450.84"
"995","US-2013-163265","41775","41782","Estándar","LC-18010","Lola Cavazos","Empresa","San Pedro de Macorís","San Pedro de Macorís","República Dominicana","Caribe","MOB-LI-10002777","Mobiliario","Librerías","Ikea Biblioteca, Negro","49604.64","2","0.4","-28112.56"
"996","MX-2015-160451","42666","42671","Estándar","LA-17980","Lorena Aguayo","Empresa","Bogotá","Bogotá","Colombia","Sur","TEC-TE-10003683","Tecnología","Teléfonos","Cisco Teléfono inteligente, Al por mayor","31409.2","2","0","6908.8"
"997","MX-2014-148012","42208","42215","Estándar","ML-18790","Melanio Lerma","Pequeña empresa","Villa Canales","Guatemala","Guatemala","Centro","TEC-TE-10000109","Tecnología","Teléfonos","Motorola Cargador, Al por mayor","218545.2","3","0","89596.8"
"998","MX-2015-144890","42569","42573","Estándar","FB-14995","Fidel Badillo","Cliente","Seropédica","Río de Janeiro","Brasil","Sur","MAT-PA-10002999","Material de oficina","Papel","Enermax Recordadores, Multicolor","3869.2","2","0","1468.8"
"999","MX-2014-126361","42356","42358","Rápido","AR-10690","Alfonso Raya","Empresa","Granada","Granada","Nicaragua","Centro","TEC-CO-10002221","Tecnología","Copiadoras","HP Tinta, Color","29439.4032","2","0.002","8196.2032"
"1000","MX-2014-126361","42356","42358","Rápido","AR-10690","Alfonso Raya","Empresa","Granada","Granada","Nicaragua","Centro","TEC-TE-10004714","Tecnología","Teléfonos","Apple Teléfono de oficina, Al por mayor","14817.2","2","0","5331.2"
"1001","MX-2014-128160","42219","42221","Rápido","LD-18130","Luna Delgado","Empresa","San Lorenzo","Central","Paraguay","Sur","TEC-AC-10000666","Tecnología","Accesorios","Belkin Ratón, Programable","28702.8","6","0","5161.2"
"1002","MX-2014-128160","42219","42221","Rápido","LD-18130","Luna Delgado","Empresa","San Lorenzo","Central","Paraguay","Sur","MOB-MO-10004937","Mobiliario","Mobiliario","Deflect-O Marco, Duradero","24269.2","2","0","7765.6"
"1003","MX-2014-128160","42219","42221","Rápido","LD-18130","Luna Delgado","Empresa","San Lorenzo","Central","Paraguay","Sur","MOB-MO-10004685","Mobiliario","Mobiliario","Tenex Marco de foto, Surtido","17646","3","0","6701.4"
"1004","MX-2013-134299","41943","41948","Estándar","AO-10810","Amalia Osorio","Empresa","Londrina","Paraná","Brasil","Sur","MAT-GR-10002900","Material de oficina","Grapas","Accos Chinchetas, Al por mayor","4651.2","3","0","928.2"
"1005","MX-2014-166373","42332","42338","Estándar","NP-19225","Natalia Pulido","Cliente","São Paulo","São Paulo","Brasil","Sur","MAT-SO-10001382","Material de oficina","Sobres","Kraft Paquetes, Plateado","9078","2","0","4263.6"
"1006","MX-2013-138023","41980","41986","Estándar","CS-12595","Constantina Sepúlveda","Cliente","Montevideo","Montevideo","Uruguay","Sur","MAT-GR-10002960","Material de oficina","Grapas","Stockwell Chinchetas, Paquete de 12","5698.4","4","0","1074.4"
"1007","US-2012-162425","41607","41612","Estándar","LC-17800","Lorena Corral","Pequeña empresa","Ciudad de Panamá","Panamá","Panamá","Centro","MAT-CA-10004040","Material de oficina","Carpetas","Cardinal Anillas, Transparente","652.8","2","0.4","-190.4"
"1008","US-2012-162425","41607","41612","Estándar","LC-17800","Lorena Corral","Pequeña empresa","Ciudad de Panamá","Panamá","Panamá","Centro","MAT-GR-10002677","Material de oficina","Grapas","Stockwell Grapadoras, Paquete de 12","4969.44","4","0.4","-416.16"
"1009","US-2013-110618","41880","41884","Estándar","HC-15985","Humberto Cepeda","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-AR-10003773","Material de oficina","Arte","Boston Sacapuntas, Tamaños variados","23304.96","8","0.2","-5826.24"
"1010","MX-2015-164994","42653","42658","Rápido","JG-16945","Juanita Guzmán","Empresa","Bayamo","Granma","Cuba","Caribe","TEC-CO-10001759","Tecnología","Copiadoras","Canon Fotocopiadora con fax, 2","108209.148","5","0.002","22546.148"
"1011","MX-2015-164994","42653","42658","Rápido","JG-16945","Juanita Guzmán","Empresa","Bayamo","Granma","Cuba","Caribe","MOB-SI-10000642","Mobiliario","Sillas","Novimex Silla de playa, 2","38246.6","7","0","4950.4"
"1012","MX-2012-112795","41446","41452","Estándar","NS-19465","Noelia Salas","Pequeña empresa","Bayamo","Granma","Cuba","Caribe","MAT-AL-10000690","Material de oficina","Almacenamiento","Tenex Bandejas, Industrial","18594.6","3","0","7242"
"1013","MX-2012-112795","41446","41452","Estándar","NS-19465","Noelia Salas","Pequeña empresa","Bayamo","Granma","Cuba","Caribe","TEC-MÁ-10001594","Tecnología","Máquinas","Okidata Impresora, Duradero","60887.2","2","0","21916.4"
"1014","MX-2014-141271","42183","42189","Estándar","NJ-19420","Nilo Jaime","Empresa","Ribeirão Preto","São Paulo","Brasil","Sur","MAT-ET-10000191","Material de oficina","Etiquetas","Hon Etiquetas para documentos legales, Rojo","4841.6","4","0","380.8"
"1015","MX-2014-141271","42183","42189","Estándar","NJ-19420","Nilo Jaime","Empresa","Ribeirão Preto","São Paulo","Brasil","Sur","TEC-CO-10001890","Tecnología","Copiadoras","Canon Fax inalámbrico, 2","171315.8816","4","0.002","44278.2816"
"1016","MX-2014-157735","42239","42241","Urgente","JR-16615","Judit Rodríguez","Empresa","Matanzas","Matanzas","Cuba","Caribe","MOB-SI-10004577","Mobiliario","Sillas","Office Star Silla plegable, Rojo","41575.2","4","0","4569.6"
"1017","MX-2014-157735","42239","42241","Urgente","JR-16615","Judit Rodríguez","Empresa","Matanzas","Matanzas","Cuba","Caribe","MOB-LI-10001430","Mobiliario","Librerías","Sauder Conjunto de estantes, Negro","88821.6","4","0","29308"
"1018","MX-2014-157735","42239","42241","Urgente","JR-16615","Judit Rodríguez","Empresa","Matanzas","Matanzas","Cuba","Caribe","MOB-SI-10001354","Mobiliario","Sillas","Office Star Taburete, Ajustable","19995.4","1","0","4199"
"1019","MX-2015-102995","42594","42598","Rápido","TU-21295","Tomasa Urena","Cliente","San Salvador","San Salvador","El Salvador","Centro","MAT-CA-10001680","Material de oficina","Carpetas","Wilson Jones Encuadernadora, Reciclado","22358.4","4","0","1564"
